"C","DT","U:0","U:1","U:2","alpha.water","p","p_rgh","rho","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.50177,1e-05,0,-7.4704e-23,0,0,-5.6428e-23,-5.6428e-23,1,102,1,0.005125,0.05,0.005125,0.05
0.49266,1e-05,0,-7.4697e-23,0,0,-5.6407e-23,-5.6407e-23,1,103,1,0.005175,0.05,0.005175,0.05
0.48368,1e-05,0,-7.4696e-23,0,0,-5.6385e-23,-5.6385e-23,1,104,1,0.005225,0.05,0.005225,0.05
0.47481,1e-05,0,-7.4697e-23,0,0,-5.6362e-23,-5.6362e-23,1,105,1,0.005275,0.05,0.005275,0.05
0.46608,1e-05,0,-7.4697e-23,0,0,-5.6339e-23,-5.6339e-23,1,106,1,0.005325,0.05,0.005325,0.05
0.45746,1e-05,0,-7.4697e-23,0,0,-5.6316e-23,-5.6316e-23,1,107,1,0.005375,0.05,0.005375,0.05
0.44897,1e-05,0,-7.4697e-23,0,0,-5.6292e-23,-5.6292e-23,1,108,1,0.005425,0.05,0.005425,0.05
0.4406,1e-05,0,-7.4697e-23,0,0,-5.6269e-23,-5.6269e-23,1,109,1,0.005475,0.05,0.005475,0.05
0.43235,1e-05,0,-7.4697e-23,0,0,-5.6246e-23,-5.6246e-23,1,110,1,0.005525,0.05,0.005525,0.05
0.42423,1e-05,0,-7.4697e-23,0,0,-5.6223e-23,-5.6223e-23,1,111,1,0.005575,0.05,0.005575,0.05
0.41622,1e-05,0,-7.4697e-23,0,0,-5.62e-23,-5.62e-23,1,112,1,0.005625,0.05,0.005625,0.05
0.40833,1e-05,0,-7.4697e-23,0,0,-5.6177e-23,-5.6177e-23,1,113,1,0.005675,0.05,0.005675,0.05
0.40056,1e-05,0,-7.4697e-23,0,0,-5.6154e-23,-5.6154e-23,1,114,1,0.005725,0.05,0.005725,0.05
0.39291,1e-05,0,-7.4697e-23,0,0,-5.6131e-23,-5.6131e-23,1,115,1,0.005775,0.05,0.005775,0.05
0.38538,1e-05,0,-7.4697e-23,0,0,-5.6107e-23,-5.6107e-23,1,116,1,0.005825,0.05,0.005825,0.05
0.37797,1e-05,0,-7.4697e-23,0,0,-5.6084e-23,-5.6084e-23,1,117,1,0.005875,0.05,0.005875,0.05
0.37067,1e-05,0,-7.4697e-23,0,0,-5.6061e-23,-5.6061e-23,1,118,1,0.005925,0.05,0.005925,0.05
0.36349,1e-05,0,-7.4697e-23,0,0,-5.6038e-23,-5.6038e-23,1,119,1,0.005975,0.05,0.005975,0.05
0.35642,1e-05,0,-7.4697e-23,0,0,-5.6015e-23,-5.6015e-23,1,120,1,0.006025,0.05,0.006025,0.05
0.34947,1e-05,0,-7.4697e-23,0,0,-5.5992e-23,-5.5992e-23,1,121,1,0.006075,0.05,0.006075,0.05
0.34263,1e-05,0,-7.4697e-23,0,0,-5.5969e-23,-5.5969e-23,1,122,1,0.006125,0.05,0.006125,0.05
0.33591,1e-05,0,-7.4697e-23,0,0,-5.5945e-23,-5.5945e-23,1,123,1,0.006175,0.05,0.006175,0.05
0.32929,1e-05,0,-7.4697e-23,0,0,-5.5922e-23,-5.5922e-23,1,124,1,0.006225,0.05,0.006225,0.05
0.32279,1e-05,0,-7.4697e-23,0,0,-5.5899e-23,-5.5899e-23,1,125,1,0.006275,0.05,0.006275,0.05
0.3164,1e-05,0,-7.4697e-23,0,0,-5.5876e-23,-5.5876e-23,1,126,1,0.006325,0.05,0.006325,0.05
0.31012,1e-05,0,-7.4697e-23,0,0,-5.5853e-23,-5.5853e-23,1,127,1,0.006375,0.05,0.006375,0.05
0.30395,1e-05,0,-7.4697e-23,0,0,-5.583e-23,-5.583e-23,1,128,1,0.006425,0.05,0.006425,0.05
0.29789,1e-05,0,-7.4697e-23,0,0,-5.5807e-23,-5.5807e-23,1,129,1,0.006475,0.05,0.006475,0.05
0.29194,1e-05,0,-7.4697e-23,0,0,-5.5784e-23,-5.5784e-23,1,130,1,0.006525,0.05,0.006525,0.05
0.28609,1e-05,0,-7.4697e-23,0,0,-5.576e-23,-5.576e-23,1,131,1,0.006575,0.05,0.006575,0.05
0.28035,1e-05,0,-7.4697e-23,0,0,-5.5737e-23,-5.5737e-23,1,132,1,0.006625,0.05,0.006625,0.05
0.27471,1e-05,0,-7.4697e-23,0,0,-5.5714e-23,-5.5714e-23,1,133,1,0.006675,0.05,0.006675,0.05
0.26918,1e-05,0,-7.4697e-23,0,0,-5.5691e-23,-5.5691e-23,1,134,1,0.006725,0.05,0.006725,0.05
0.26376,1e-05,0,-7.4697e-23,0,0,-5.5668e-23,-5.5668e-23,1,135,1,0.006775,0.05,0.006775,0.05
0.25844,1e-05,0,-7.4697e-23,0,0,-5.5645e-23,-5.5645e-23,1,136,1,0.006825,0.05,0.006825,0.05
0.25322,1e-05,0,-7.4697e-23,0,0,-5.5622e-23,-5.5622e-23,1,137,1,0.006875,0.05,0.006875,0.05
0.2481,1e-05,0,-7.4697e-23,0,0,-5.5599e-23,-5.5599e-23,1,138,1,0.006925,0.05,0.006925,0.05
0.24309,1e-05,0,-7.4697e-23,0,0,-5.5575e-23,-5.5575e-23,1,139,1,0.006975,0.05,0.006975,0.05
0.23817,1e-05,0,-7.4697e-23,0,0,-5.5552e-23,-5.5552e-23,1,140,1,0.007025,0.05,0.007025,0.05
0.23335,1e-05,0,-7.4697e-23,0,0,-5.5529e-23,-5.5529e-23,1,141,1,0.007075,0.05,0.007075,0.05
0.22864,1e-05,0,-7.4697e-23,0,0,-5.5506e-23,-5.5506e-23,1,142,1,0.007125,0.05,0.007125,0.05
0.22402,1e-05,0,-7.4697e-23,0,0,-5.5483e-23,-5.5483e-23,1,143,1,0.007175,0.05,0.007175,0.05
0.2195,1e-05,0,-7.4697e-23,0,0,-5.546e-23,-5.546e-23,1,144,1,0.007225,0.05,0.007225,0.05
0.21507,1e-05,0,-7.4697e-23,0,0,-5.5437e-23,-5.5437e-23,1,145,1,0.007275,0.05,0.007275,0.05
0.21074,1e-05,0,-7.4697e-23,0,0,-5.5414e-23,-5.5414e-23,1,146,1,0.007325,0.05,0.007325,0.05
0.20651,1e-05,0,-7.4697e-23,0,0,-5.539e-23,-5.539e-23,1,147,1,0.007375,0.05,0.007375,0.05
0.20237,1e-05,0,-7.4697e-23,0,0,-5.5367e-23,-5.5367e-23,1,148,1,0.007425,0.05,0.007425,0.05
0.19832,1e-05,0,-7.4697e-23,0,0,-5.5344e-23,-5.5344e-23,1,149,1,0.007475,0.05,0.007475,0.05
0.19437,1e-05,0,-7.4697e-23,0,0,-5.5321e-23,-5.5321e-23,1,150,1,0.007525,0.05,0.007525,0.05
0.19051,1e-05,0,-7.4697e-23,0,0,-5.5298e-23,-5.5298e-23,1,151,1,0.007575,0.05,0.007575,0.05
0.18674,1e-05,0,-7.4697e-23,0,0,-5.5275e-23,-5.5275e-23,1,152,1,0.007625,0.05,0.007625,0.05
0.18306,1e-05,0,-7.4697e-23,0,0,-5.5252e-23,-5.5252e-23,1,153,1,0.007675,0.05,0.007675,0.05
0.17947,1e-05,0,-7.4697e-23,0,0,-5.5228e-23,-5.5228e-23,1,154,1,0.007725,0.05,0.007725,0.05
0.17597,1e-05,0,-7.4697e-23,0,0,-5.5205e-23,-5.5205e-23,1,155,1,0.007775,0.05,0.007775,0.05
0.17256,1e-05,0,-7.4697e-23,0,0,-5.5182e-23,-5.5182e-23,1,156,1,0.007825,0.05,0.007825,0.05
0.16924,1e-05,0,-7.4697e-23,0,0,-5.5159e-23,-5.5159e-23,1,157,1,0.007875,0.05,0.007875,0.05
0.166,1e-05,0,-7.4697e-23,0,0,-5.5136e-23,-5.5136e-23,1,158,1,0.007925,0.05,0.007925,0.05
0.16285,1e-05,0,-7.4697e-23,0,0,-5.5113e-23,-5.5113e-23,1,159,1,0.007975,0.05,0.007975,0.05
0.15979,1e-05,0,-7.4697e-23,0,0,-5.509e-23,-5.509e-23,1,160,1,0.008025,0.05,0.008025,0.05
0.15681,1e-05,0,-7.4697e-23,0,0,-5.5067e-23,-5.5067e-23,1,161,1,0.008075,0.05,0.008075,0.05
0.15392,1e-05,0,-7.4697e-23,0,0,-5.5043e-23,-5.5043e-23,1,162,1,0.008125,0.05,0.008125,0.05
0.15111,1e-05,0,-7.4697e-23,0,0,-5.502e-23,-5.502e-23,1,163,1,0.008175,0.05,0.008175,0.05
0.14838,1e-05,0,-7.4697e-23,0,0,-5.4997e-23,-5.4997e-23,1,164,1,0.008225,0.05,0.008225,0.05
0.14574,1e-05,0,-7.4697e-23,0,0,-5.4974e-23,-5.4974e-23,1,165,1,0.008275,0.05,0.008275,0.05
0.14318,1e-05,0,-7.4697e-23,0,0,-5.4951e-23,-5.4951e-23,1,166,1,0.008325,0.05,0.008325,0.05
0.1407,1e-05,0,-7.4697e-23,0,0,-5.4928e-23,-5.4928e-23,1,167,1,0.008375,0.05,0.008375,0.05
0.13831,1e-05,0,-7.4697e-23,0,0,-5.4905e-23,-5.4905e-23,1,168,1,0.008425,0.05,0.008425,0.05
0.13599,1e-05,0,-7.4697e-23,0,0,-5.4882e-23,-5.4882e-23,1,169,1,0.008475,0.05,0.008475,0.05
0.13375,1e-05,0,-7.4697e-23,0,0,-5.4858e-23,-5.4858e-23,1,170,1,0.008525,0.05,0.008525,0.05
0.1316,1e-05,0,-7.4697e-23,0,0,-5.4835e-23,-5.4835e-23,1,171,1,0.008575,0.05,0.008575,0.05
0.12952,1e-05,0,-7.4697e-23,0,0,-5.4812e-23,-5.4812e-23,1,172,1,0.008625,0.05,0.008625,0.05
0.12752,1e-05,0,-7.4697e-23,0,0,-5.4789e-23,-5.4789e-23,1,173,1,0.008675,0.05,0.008675,0.05
0.1256,1e-05,0,-7.4697e-23,0,0,-5.4766e-23,-5.4766e-23,1,174,1,0.008725,0.05,0.008725,0.05
0.12375,1e-05,0,-7.4697e-23,0,0,-5.4743e-23,-5.4743e-23,1,175,1,0.008775,0.05,0.008775,0.05
0.12199,1e-05,0,-7.4697e-23,0,0,-5.472e-23,-5.472e-23,1,176,1,0.008825,0.05,0.008825,0.05
0.1203,1e-05,0,-7.4697e-23,0,0,-5.4696e-23,-5.4696e-23,1,177,1,0.008875,0.05,0.008875,0.05
0.11869,1e-05,0,-7.4697e-23,0,0,-5.4673e-23,-5.4673e-23,1,178,1,0.008925,0.05,0.008925,0.05
0.11715,1e-05,0,-7.4697e-23,0,0,-5.465e-23,-5.465e-23,1,179,1,0.008975,0.05,0.008975,0.05
0.11569,1e-05,0,-7.4697e-23,0,0,-5.4627e-23,-5.4627e-23,1,180,1,0.009025,0.05,0.009025,0.05
0.1143,1e-05,0,-7.4697e-23,0,0,-5.4604e-23,-5.4604e-23,1,181,1,0.009075,0.05,0.009075,0.05
0.11299,1e-05,0,-7.4697e-23,0,0,-5.4581e-23,-5.4581e-23,1,182,1,0.009125,0.05,0.009125,0.05
0.11176,1e-05,0,-7.4697e-23,0,0,-5.4558e-23,-5.4558e-23,1,183,1,0.009175,0.05,0.009175,0.05
0.1106,1e-05,0,-7.4697e-23,0,0,-5.4535e-23,-5.4535e-23,1,184,1,0.009225,0.05,0.009225,0.05
0.10951,1e-05,0,-7.4697e-23,0,0,-5.4511e-23,-5.4511e-23,1,185,1,0.009275,0.05,0.009275,0.05
0.10849,1e-05,0,-7.4697e-23,0,0,-5.4488e-23,-5.4488e-23,1,186,1,0.009325,0.05,0.009325,0.05
0.10755,1e-05,0,-7.4697e-23,0,0,-5.4465e-23,-5.4465e-23,1,187,1,0.009375,0.05,0.009375,0.05
0.10669,1e-05,0,-7.4697e-23,0,0,-5.4442e-23,-5.4442e-23,1,188,1,0.009425,0.05,0.009425,0.05
0.10589,1e-05,0,-7.4696e-23,0,0,-5.4419e-23,-5.4419e-23,1,189,1,0.009475,0.05,0.009475,0.05
0.10517,1e-05,0,-7.4697e-23,0,0,-5.4397e-23,-5.4397e-23,1,190,1,0.009525,0.05,0.009525,0.05
0.10452,1e-05,0,-7.4702e-23,0,0,-5.4376e-23,-5.4376e-23,1,191,1,0.009575,0.05,0.009575,0.05
0.10395,1e-05,0,-7.4712e-23,0,0,-5.4351e-23,-5.4351e-23,1,192,1,0.009625,0.05,0.009625,0.05
0.10344,1e-05,0,-7.4684e-23,0,0,-5.4298e-23,-5.4298e-23,1,193,1,0.009675,0.05,0.009675,0.05
0.10301,1e-05,0,-7.4524e-23,0,0,-5.4213e-23,-5.4213e-23,1,194,1,0.009725,0.05,0.009725,0.05
0.10265,1e-05,0,-7.4377e-23,0,0,-5.4317e-23,-5.4317e-23,1,195,1,0.009775,0.05,0.009775,0.05
0.10236,1e-05,0,-7.5496e-23,0,0,-5.5193e-23,-5.5193e-23,1,196,1,0.009825,0.05,0.009825,0.05
0.10215,1e-05,0,-7.9693e-23,0,0,-5.6276e-23,-5.6276e-23,1,197,1,0.009875,0.05,0.009875,0.05
0.10201,1e-05,0,-8.0229e-23,0,0,-5.0708e-23,-5.0708e-23,1,198,1,0.009925,0.05,0.009925,0.05
0.10192,1e-05,0,0,0,0,0,0,1,199,1,0.01,0.05,0.01,0.05
