"C","DT","U:0","U:1","U:2","alpha.water","p","p_rgh","rho","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,1e-05,0,0,0,1,0,0,1000,0,1,0,0.05,0,0.05
0.98992,1e-05,0,-8.5309e-23,0,1,3.7746e-21,3.7746e-21,1000,1,1,7.5e-05,0.05,7.5e-05,0.05
0.9832,1e-05,0,-8.3828e-23,0,1,4.1504e-21,4.1504e-21,1000,2,1,0.000125,0.05,0.000125,0.05
0.97647,1e-05,0,-7.9212e-23,0,1,4.0596e-21,4.0596e-21,1000,3,1,0.000175,0.05,0.000175,0.05
0.96975,1e-05,0,-7.8073e-23,0,1,3.9942e-21,3.9942e-21,1000,4,1,0.000225,0.05,0.000225,0.05
0.96303,1e-05,0,-7.826e-23,0,1,3.9862e-21,3.9862e-21,1000,5,1,0.000275,0.05,0.000275,0.05
0.95631,1e-05,0,-7.8434e-23,0,1,3.991e-21,3.991e-21,1000,6,1,0.000325,0.05,0.000325,0.05
0.94959,1e-05,0,-7.8461e-23,0,1,3.9932e-21,3.9932e-21,1000,7,1,0.000375,0.05,0.000375,0.05
0.94287,1e-05,0,-7.845e-23,0,1,3.9933e-21,3.9933e-21,1000,8,1,0.000425,0.05,0.000425,0.05
0.93615,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,9,1,0.000475,0.05,0.000475,0.05
0.92942,1e-05,0,-7.8443e-23,0,1,3.993e-21,3.993e-21,1000,10,1,0.000525,0.05,0.000525,0.05
0.9227,1e-05,0,-7.8444e-23,0,1,3.993e-21,3.993e-21,1000,11,1,0.000575,0.05,0.000575,0.05
0.91598,1e-05,0,-7.8444e-23,0,1,3.993e-21,3.993e-21,1000,12,1,0.000625,0.05,0.000625,0.05
0.90926,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,13,1,0.000675,0.05,0.000675,0.05
0.90254,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,14,1,0.000725,0.05,0.000725,0.05
0.89582,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,15,1,0.000775,0.05,0.000775,0.05
0.8891,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,16,1,0.000825,0.05,0.000825,0.05
0.88238,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,17,1,0.000875,0.05,0.000875,0.05
0.87566,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,18,1,0.000925,0.05,0.000925,0.05
0.86894,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,19,1,0.000975,0.05,0.000975,0.05
0.86222,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,20,1,0.001025,0.05,0.001025,0.05
0.8555,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,21,1,0.001075,0.05,0.001075,0.05
0.84878,1e-05,0,-7.8444e-23,0,1,3.9931e-21,3.9931e-21,1000,22,1,0.001125,0.05,0.001125,0.05
0.84206,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,23,1,0.001175,0.05,0.001175,0.05
0.83534,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,24,1,0.001225,0.05,0.001225,0.05
0.82862,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,25,1,0.001275,0.05,0.001275,0.05
0.8219,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,26,1,0.001325,0.05,0.001325,0.05
0.81518,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,27,1,0.001375,0.05,0.001375,0.05
0.80846,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,28,1,0.001425,0.05,0.001425,0.05
0.80174,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,29,1,0.001475,0.05,0.001475,0.05
0.79502,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,30,1,0.001525,0.05,0.001525,0.05
0.7883,1e-05,0,-7.8444e-23,0,1,3.9932e-21,3.9932e-21,1000,31,1,0.001575,0.05,0.001575,0.05
0.78159,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,32,1,0.001625,0.05,0.001625,0.05
0.77487,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,33,1,0.001675,0.05,0.001675,0.05
0.76815,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,34,1,0.001725,0.05,0.001725,0.05
0.76143,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,35,1,0.001775,0.05,0.001775,0.05
0.75472,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,36,1,0.001825,0.05,0.001825,0.05
0.748,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,37,1,0.001875,0.05,0.001875,0.05
0.74128,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,38,1,0.001925,0.05,0.001925,0.05
0.73456,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,39,1,0.001975,0.05,0.001975,0.05
0.72785,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,40,1,0.002025,0.05,0.002025,0.05
0.72113,1e-05,0,-7.8444e-23,0,1,3.9933e-21,3.9933e-21,1000,41,1,0.002075,0.05,0.002075,0.05
0.71442,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,42,1,0.002125,0.05,0.002125,0.05
0.7077,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,43,1,0.002175,0.05,0.002175,0.05
0.70099,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,44,1,0.002225,0.05,0.002225,0.05
0.69427,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,45,1,0.002275,0.05,0.002275,0.05
0.68756,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,46,1,0.002325,0.05,0.002325,0.05
0.68084,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,47,1,0.002375,0.05,0.002375,0.05
0.67413,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,48,1,0.002425,0.05,0.002425,0.05
0.66741,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,49,1,0.002475,0.05,0.002475,0.05
0.6607,1e-05,0,-7.8444e-23,0,1,3.9934e-21,3.9934e-21,1000,50,1,0.002525,0.05,0.002525,0.05
0.65399,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,51,1,0.002575,0.05,0.002575,0.05
0.64728,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,52,1,0.002625,0.05,0.002625,0.05
0.64056,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,53,1,0.002675,0.05,0.002675,0.05
0.63385,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,54,1,0.002725,0.05,0.002725,0.05
0.62714,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,55,1,0.002775,0.05,0.002775,0.05
0.62043,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,56,1,0.002825,0.05,0.002825,0.05
0.61372,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,57,1,0.002875,0.05,0.002875,0.05
0.60701,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,58,1,0.002925,0.05,0.002925,0.05
0.6003,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,59,1,0.002975,0.05,0.002975,0.05
0.59359,1e-05,0,-7.8444e-23,0,1,3.9935e-21,3.9935e-21,1000,60,1,0.003025,0.05,0.003025,0.05
0.58688,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,61,1,0.003075,0.05,0.003075,0.05
0.58017,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,62,1,0.003125,0.05,0.003125,0.05
0.57346,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,63,1,0.003175,0.05,0.003175,0.05
0.56675,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,64,1,0.003225,0.05,0.003225,0.05
0.56005,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,65,1,0.003275,0.05,0.003275,0.05
0.55334,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,66,1,0.003325,0.05,0.003325,0.05
0.54663,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,67,1,0.003375,0.05,0.003375,0.05
0.53993,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,68,1,0.003425,0.05,0.003425,0.05
0.53322,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,69,1,0.003475,0.05,0.003475,0.05
0.52652,1e-05,0,-7.8444e-23,0,1,3.9936e-21,3.9936e-21,1000,70,1,0.003525,0.05,0.003525,0.05
0.51981,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,71,1,0.003575,0.05,0.003575,0.05
0.51311,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,72,1,0.003625,0.05,0.003625,0.05
0.5064,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,73,1,0.003675,0.05,0.003675,0.05
0.4997,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,74,1,0.003725,0.05,0.003725,0.05
0.493,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,75,1,0.003775,0.05,0.003775,0.05
0.48629,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,76,1,0.003825,0.05,0.003825,0.05
0.47959,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,77,1,0.003875,0.05,0.003875,0.05
0.47289,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,78,1,0.003925,0.05,0.003925,0.05
0.46619,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,79,1,0.003975,0.05,0.003975,0.05
0.45949,1e-05,0,-7.8444e-23,0,1,3.9937e-21,3.9937e-21,1000,80,1,0.004025,0.05,0.004025,0.05
0.45279,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,81,1,0.004075,0.05,0.004075,0.05
0.44609,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,82,1,0.004125,0.05,0.004125,0.05
0.43939,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,83,1,0.004175,0.05,0.004175,0.05
0.43269,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,84,1,0.004225,0.05,0.004225,0.05
0.426,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,85,1,0.004275,0.05,0.004275,0.05
0.4193,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,86,1,0.004325,0.05,0.004325,0.05
0.4126,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,87,1,0.004375,0.05,0.004375,0.05
0.40591,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,88,1,0.004425,0.05,0.004425,0.05
0.39921,1e-05,0,-7.8444e-23,0,1,3.9938e-21,3.9938e-21,1000,89,1,0.004475,0.05,0.004475,0.05
0.39252,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,90,1,0.004525,0.05,0.004525,0.05
0.38582,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,91,1,0.004575,0.05,0.004575,0.05
0.37913,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,92,1,0.004625,0.05,0.004625,0.05
0.37244,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,93,1,0.004675,0.05,0.004675,0.05
0.36575,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,94,1,0.004725,0.05,0.004725,0.05
0.35905,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,95,1,0.004775,0.05,0.004775,0.05
0.35236,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,96,1,0.004825,0.05,0.004825,0.05
0.34567,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,97,1,0.004875,0.05,0.004875,0.05
0.33898,1e-05,0,-7.8444e-23,0,1,3.9939e-21,3.9939e-21,1000,98,1,0.004925,0.05,0.004925,0.05
8.4737,1e-05,0,-7.8444e-23,0,0.75,2.9815e-21,2.9815e-21,750.25,99,1,0.004975,0.05,0.004975,0.05
24.75,1e-05,0,-7.8444e-23,0,0.25,9.5652e-22,9.5652e-22,250.75,100,1,0.005025,0.05,0.005025,0.05
