"C","C_0","DT","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","alpha.water","ddt0(C)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","p_rgh","rho","rho_0","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.2388e-22,3.2383e-22,1e-09,-8.1865e-14,0,0,7.0487e-14,0,0,1,5.056e-28,5.3091e-16,0,0,5.3091e-19,0,0,-4.3743e-09,49.05,1000,1000,4,1,0.22,0.22,0.005,0.005
3.7723e-22,3.7717e-22,1e-09,-8.137e-14,0,0,7.0869e-14,0,0,1,5.8785e-28,1.0452e-14,0,0,1.0452e-17,0,0,-4.1824e-09,49.05,1000,1000,4,1,0.225,0.225,0.005,0.005
4.3057e-22,4.3051e-22,1e-09,-8.0876e-14,0,0,7.1251e-14,0,0,1,6.701e-28,2.0373e-14,0,0,2.0373e-17,0,0,-3.9905e-09,49.05,1000,1000,4,1,0.23,0.23,0.005,0.005
4.8392e-22,4.8385e-22,1e-09,-8.0381e-14,0,0,7.1632e-14,0,0,1,7.5236e-28,3.0294e-14,0,0,3.0294e-17,0,0,-3.7986e-09,49.05,1000,1000,4,1,0.235,0.235,0.005,0.005
5.3727e-22,5.3719e-22,1e-09,-7.9886e-14,0,0,7.2014e-14,0,0,1,8.3461e-28,4.0215e-14,0,0,4.0215e-17,0,0,-3.6066e-09,49.05,1000,1000,4,1,0.24,0.24,0.005,0.005
5.9062e-22,5.9053e-22,1e-09,-7.9392e-14,0,0,7.2396e-14,0,0,1,9.1686e-28,5.0136e-14,0,0,5.0136e-17,0,0,-3.4147e-09,49.05,1000,1000,4,1,0.245,0.245,0.005,0.005
6.4397e-22,6.4387e-22,1e-09,-7.8897e-14,0,0,7.2778e-14,0,0,1,9.9911e-28,6.0056e-14,0,0,6.0057e-17,0,0,-3.2228e-09,49.05,1000,1000,5,1,0.25,0.25,0.005,0.005
9.4713e-22,9.4698e-22,1e-09,-7.7809e-14,0,0,7.2589e-14,0,0,1,1.4523e-27,5.844e-14,0,0,5.844e-17,0,0,-3.2325e-09,49.05,1000,1000,5,1,0.255,0.255,0.005,0.005
1.2503e-21,1.2501e-21,1e-09,-7.6721e-14,0,0,7.2401e-14,0,0,1,1.9054e-27,5.6823e-14,0,0,5.6823e-17,0,0,-3.2421e-09,49.05,1000,1000,5,1,0.26,0.26,0.005,0.005
1.5535e-21,1.5532e-21,1e-09,-7.5634e-14,0,0,7.2212e-14,0,0,1,2.3586e-27,5.5206e-14,0,0,5.5206e-17,0,0,-3.2517e-09,49.05,1000,1000,5,1,0.265,0.265,0.005,0.005
1.8566e-21,1.8563e-21,1e-09,-7.4546e-14,0,0,7.2023e-14,0,0,1,2.8117e-27,5.3589e-14,0,0,5.3589e-17,0,0,-3.2614e-09,49.05,1000,1000,5,1,0.27,0.27,0.005,0.005
2.1598e-21,2.1595e-21,1e-09,-7.3458e-14,0,0,7.1834e-14,0,0,1,3.2649e-27,5.1972e-14,0,0,5.1972e-17,0,0,-3.271e-09,49.05,1000,1000,5,1,0.275,0.275,0.005,0.005
2.4629e-21,2.4626e-21,1e-09,-7.237e-14,0,0,7.1646e-14,0,0,1,3.718e-27,5.0355e-14,0,0,5.0355e-17,0,0,-3.2807e-09,49.05,1000,1000,5,1,0.28,0.28,0.005,0.005
2.7661e-21,2.7657e-21,1e-09,-7.1283e-14,0,0,7.1457e-14,0,0,1,4.1711e-27,4.8738e-14,0,0,4.8738e-17,0,0,-3.2903e-09,49.05,1000,1000,5,1,0.285,0.285,0.005,0.005
3.0693e-21,3.0688e-21,1e-09,-7.0195e-14,0,0,7.1268e-14,0,0,1,4.6243e-27,4.7121e-14,0,0,4.7121e-17,0,0,-3.3e-09,49.05,1000,1000,5,1,0.29,0.29,0.005,0.005
3.3724e-21,3.3719e-21,1e-09,-6.9107e-14,0,0,7.108e-14,0,0,1,5.0774e-27,4.5504e-14,0,0,4.5504e-17,0,0,-3.3096e-09,49.05,1000,1000,5,1,0.295,0.295,0.005,0.005
3.6756e-21,3.675e-21,1e-09,-6.8019e-14,0,0,7.0891e-14,0,0,1,5.5306e-27,4.3887e-14,0,0,4.3887e-17,0,0,-3.3193e-09,49.05,1000,1000,6,1,0.3,0.3,0.005,0.005
5.3616e-21,5.3608e-21,1e-09,-6.6654e-14,0,0,7.0407e-14,0,0,1,7.9717e-27,3.2886e-14,0,0,3.2886e-17,0,0,-3.6552e-09,49.05,1000,1000,6,1,0.305,0.305,0.005,0.005
7.0476e-21,7.0466e-21,1e-09,-6.5288e-14,0,0,6.9923e-14,0,0,1,1.0413e-26,2.1885e-14,0,0,2.1885e-17,0,0,-3.9911e-09,49.05,1000,1000,6,1,0.31,0.31,0.005,0.005
8.7336e-21,8.7324e-21,1e-09,-6.3922e-14,0,0,6.9439e-14,0,0,1,1.2854e-26,1.0885e-14,0,0,1.0885e-17,0,0,-4.327e-09,49.05,1000,1000,6,1,0.315,0.315,0.005,0.005
1.042e-20,1.0418e-20,1e-09,-6.2557e-14,0,0,6.8955e-14,0,0,1,1.5295e-26,-1.1584e-16,0,0,-1.1584e-19,0,0,-4.663e-09,49.05,1000,1000,6,1,0.32,0.32,0.005,0.005
1.2106e-20,1.2104e-20,1e-09,-6.1191e-14,0,0,6.8471e-14,0,0,1,1.7736e-26,-1.1116e-14,0,0,-1.1116e-17,0,0,-4.9989e-09,49.05,1000,1000,6,1,0.325,0.325,0.005,0.005
1.3792e-20,1.379e-20,1e-09,-5.9825e-14,0,0,6.7986e-14,0,0,1,2.0177e-26,-2.2117e-14,0,0,-2.2117e-17,0,0,-5.3348e-09,49.05,1000,1000,6,1,0.33,0.33,0.005,0.005
1.5478e-20,1.5475e-20,1e-09,-5.846e-14,0,0,6.7502e-14,0,0,1,2.2618e-26,-3.3118e-14,0,0,-3.3118e-17,0,0,-5.6708e-09,49.05,1000,1000,6,1,0.335,0.335,0.005,0.005
1.7164e-20,1.7161e-20,1e-09,-5.7094e-14,0,0,6.7018e-14,0,0,1,2.5059e-26,-4.4118e-14,0,0,-4.4118e-17,0,0,-6.0067e-09,49.05,1000,1000,6,1,0.34,0.34,0.005,0.005
1.885e-20,1.8847e-20,1e-09,-5.5729e-14,0,0,6.6534e-14,0,0,1,2.75e-26,-5.5119e-14,0,0,-5.5119e-17,0,0,-6.3426e-09,49.05,1000,1000,6,1,0.345,0.345,0.005,0.005
2.0536e-20,2.0533e-20,1e-09,-5.4363e-14,0,0,6.605e-14,0,0,1,2.9941e-26,-6.612e-14,0,0,-6.612e-17,0,0,-6.6785e-09,49.05,1000,1000,7,1,0.35,0.35,0.005,0.005
2.9708e-20,2.9704e-20,1e-09,-5.3205e-14,0,0,6.6129e-14,0,0,1,4.2792e-26,-8.6228e-14,0,0,-8.6228e-17,0,0,-6.8765e-09,49.05,1000,1000,7,1,0.355,0.355,0.005,0.005
3.8881e-20,3.8875e-20,1e-09,-5.2046e-14,0,0,6.6209e-14,0,0,1,5.5643e-26,-1.0634e-13,0,0,-1.0634e-16,0,0,-7.0744e-09,49.05,1000,1000,7,1,0.36,0.36,0.005,0.005
4.8053e-20,4.8046e-20,1e-09,-5.0888e-14,0,0,6.6288e-14,0,0,1,6.8494e-26,-1.2645e-13,0,0,-1.2645e-16,0,0,-7.2723e-09,49.05,1000,1000,7,1,0.365,0.365,0.005,0.005
5.7225e-20,5.7217e-20,1e-09,-4.9729e-14,0,0,6.6367e-14,0,0,1,8.1345e-26,-1.4655e-13,0,0,-1.4655e-16,0,0,-7.4702e-09,49.05,1000,1000,7,1,0.37,0.37,0.005,0.005
6.6398e-20,6.6388e-20,1e-09,-4.8571e-14,0,0,6.6446e-14,0,0,1,9.4196e-26,-1.6666e-13,0,0,-1.6666e-16,0,0,-7.6681e-09,49.05,1000,1000,7,1,0.375,0.375,0.005,0.005
7.557e-20,7.5559e-20,1e-09,-4.7413e-14,0,0,6.6525e-14,0,0,1,1.0705e-25,-1.8677e-13,0,0,-1.8677e-16,0,0,-7.866e-09,49.05,1000,1000,7,1,0.38,0.38,0.005,0.005
8.4742e-20,8.473e-20,1e-09,-4.6254e-14,0,0,6.6604e-14,0,0,1,1.199e-25,-2.0688e-13,0,0,-2.0688e-16,0,0,-8.0639e-09,49.05,1000,1000,7,1,0.385,0.385,0.005,0.005
9.3915e-20,9.3901e-20,1e-09,-4.5096e-14,0,0,6.6683e-14,0,0,1,1.3275e-25,-2.2699e-13,0,0,-2.2699e-16,0,0,-8.2619e-09,49.05,1000,1000,7,1,0.39,0.39,0.005,0.005
1.0309e-19,1.0307e-19,1e-09,-4.3937e-14,0,0,6.6763e-14,0,0,1,1.456e-25,-2.471e-13,0,0,-2.471e-16,0,0,-8.4598e-09,49.05,1000,1000,7,1,0.395,0.395,0.005,0.005
1.1226e-19,1.1224e-19,1e-09,-4.2779e-14,0,0,6.6842e-14,0,0,1,1.5845e-25,-2.6721e-13,0,0,-2.6721e-16,0,0,-8.6577e-09,49.05,1000,1000,8,1,0.4,0.4,0.005,0.005
1.6105e-19,1.6103e-19,1e-09,-4.2591e-14,0,0,6.7674e-14,0,0,1,2.2453e-25,-2.6967e-13,0,0,-2.6967e-16,0,0,-8.5544e-09,49.05,1000,1000,8,1,0.405,0.405,0.005,0.005
2.0984e-19,2.0981e-19,1e-09,-4.2403e-14,0,0,6.8506e-14,0,0,1,2.9062e-25,-2.7213e-13,0,0,-2.7213e-16,0,0,-8.451e-09,49.05,1000,1000,8,1,0.41,0.41,0.005,0.005
2.5863e-19,2.5859e-19,1e-09,-4.2214e-14,0,0,6.9339e-14,0,0,1,3.567e-25,-2.7458e-13,0,0,-2.7458e-16,0,0,-8.3477e-09,49.05,1000,1000,8,1,0.415,0.415,0.005,0.005
3.0742e-19,3.0738e-19,1e-09,-4.2026e-14,0,0,7.0171e-14,0,0,1,4.2278e-25,-2.7704e-13,0,0,-2.7704e-16,0,0,-8.2443e-09,49.05,1000,1000,8,1,0.42,0.42,0.005,0.005
3.5621e-19,3.5616e-19,1e-09,-4.1838e-14,0,0,7.1004e-14,0,0,1,4.8886e-25,-2.795e-13,0,0,-2.795e-16,0,0,-8.141e-09,49.05,1000,1000,8,1,0.425,0.425,0.005,0.005
4.05e-19,4.0495e-19,1e-09,-4.165e-14,0,0,7.1836e-14,0,0,1,5.5495e-25,-2.8196e-13,0,0,-2.8196e-16,0,0,-8.0377e-09,49.05,1000,1000,8,1,0.43,0.43,0.005,0.005
4.5379e-19,4.5373e-19,1e-09,-4.1462e-14,0,0,7.2668e-14,0,0,1,6.2103e-25,-2.8442e-13,0,0,-2.8442e-16,0,0,-7.9343e-09,49.05,1000,1000,8,1,0.435,0.435,0.005,0.005
5.0258e-19,5.0251e-19,1e-09,-4.1274e-14,0,0,7.3501e-14,0,0,1,6.8711e-25,-2.8688e-13,0,0,-2.8688e-16,0,0,-7.831e-09,49.05,1000,1000,8,1,0.44,0.44,0.005,0.005
5.5137e-19,5.513e-19,1e-09,-4.1085e-14,0,0,7.4333e-14,0,0,1,7.5319e-25,-2.8934e-13,0,0,-2.8934e-16,0,0,-7.7277e-09,49.05,1000,1000,8,1,0.445,0.445,0.005,0.005
6.0016e-19,6.0008e-19,1e-09,-4.0897e-14,0,0,7.5165e-14,0,0,1,8.1928e-25,-2.918e-13,0,0,-2.918e-16,0,0,-7.6243e-09,49.05,1000,1000,9,1,0.45,0.45,0.005,0.005
8.538e-19,8.5369e-19,1e-09,-4.1261e-14,0,0,7.6584e-14,0,0,1,1.151e-24,-2.5889e-13,0,0,-2.5889e-16,0,0,-7.6192e-09,49.05,1000,1000,9,1,0.455,0.455,0.005,0.005
1.1074e-18,1.1073e-18,1e-09,-4.1625e-14,0,0,7.8004e-14,0,0,1,1.4827e-24,-2.2599e-13,0,0,-2.2599e-16,0,0,-7.6141e-09,49.05,1000,1000,9,1,0.46,0.46,0.005,0.005
1.3611e-18,1.3609e-18,1e-09,-4.1989e-14,0,0,7.9423e-14,0,0,1,1.8145e-24,-1.9308e-13,0,0,-1.9308e-16,0,0,-7.6089e-09,49.05,1000,1000,9,1,0.465,0.465,0.005,0.005
1.6147e-18,1.6145e-18,1e-09,-4.2353e-14,0,0,8.0842e-14,0,0,1,2.1462e-24,-1.6017e-13,0,0,-1.6017e-16,0,0,-7.6038e-09,49.05,1000,1000,9,1,0.47,0.47,0.005,0.005
1.8683e-18,1.8681e-18,1e-09,-4.2717e-14,0,0,8.2262e-14,0,0,1,2.478e-24,-1.2726e-13,0,0,-1.2726e-16,0,0,-7.5987e-09,49.05,1000,1000,9,1,0.475,0.475,0.005,0.005
2.122e-18,2.1217e-18,1e-09,-4.3081e-14,0,0,8.3681e-14,0,0,1,2.8097e-24,-9.4353e-14,0,0,-9.4353e-17,0,0,-7.5935e-09,49.05,1000,1000,9,1,0.48,0.48,0.005,0.005
2.3756e-18,2.3753e-18,1e-09,-4.3445e-14,0,0,8.51e-14,0,0,1,3.1414e-24,-6.1444e-14,0,0,-6.1444e-17,0,0,-7.5884e-09,49.05,1000,1000,9,1,0.485,0.485,0.005,0.005
2.6293e-18,2.6289e-18,1e-09,-4.3808e-14,0,0,8.6519e-14,0,0,1,3.4732e-24,-2.8536e-14,0,0,-2.8536e-17,0,0,-7.5833e-09,49.05,1000,1000,9,1,0.49,0.49,0.005,0.005
2.8829e-18,2.8825e-18,1e-09,-4.4172e-14,0,0,8.7939e-14,0,0,1,3.8049e-24,4.3722e-15,0,0,4.3722e-18,0,0,-7.5781e-09,49.05,1000,1000,9,1,0.495,0.495,0.005,0.005
3.1365e-18,3.1361e-18,1e-09,-4.4536e-14,0,0,8.9358e-14,0,0,1,4.1366e-24,3.728e-14,0,0,3.7281e-17,0,0,-7.573e-09,49.05,1000,1000,10,1,0.5,0.5,0.005,0.005
4.4245e-18,4.4239e-18,1e-09,-4.43e-14,0,0,9.0529e-14,0,0,1,5.7614e-24,7.959e-14,0,0,7.959e-17,0,0,-7.7332e-09,49.05,1000,1000,10,1,0.505,0.505,0.005,0.005
5.7124e-18,5.7116e-18,1e-09,-4.4064e-14,0,0,9.17e-14,0,0,1,7.3862e-24,1.219e-13,0,0,1.219e-16,0,0,-7.8935e-09,49.05,1000,1000,10,1,0.51,0.51,0.005,0.005
7.0003e-18,6.9994e-18,1e-09,-4.3828e-14,0,0,9.2871e-14,0,0,1,9.011e-24,1.6421e-13,0,0,1.6421e-16,0,0,-8.0537e-09,49.05,1000,1000,10,1,0.515,0.515,0.005,0.005
8.2882e-18,8.2872e-18,1e-09,-4.3591e-14,0,0,9.4041e-14,0,0,1,1.0636e-23,2.0652e-13,0,0,2.0652e-16,0,0,-8.214e-09,49.05,1000,1000,10,1,0.52,0.52,0.005,0.005
9.5762e-18,9.5749e-18,1e-09,-4.3355e-14,0,0,9.5212e-14,0,0,1,1.2261e-23,2.4883e-13,0,0,2.4883e-16,0,0,-8.3742e-09,49.05,1000,1000,10,1,0.525,0.525,0.005,0.005
1.0864e-17,1.0863e-17,1e-09,-4.3119e-14,0,0,9.6383e-14,0,0,1,1.3885e-23,2.9114e-13,0,0,2.9114e-16,0,0,-8.5345e-09,49.05,1000,1000,10,1,0.53,0.53,0.005,0.005
1.2152e-17,1.215e-17,1e-09,-4.2883e-14,0,0,9.7554e-14,0,0,1,1.551e-23,3.3345e-13,0,0,3.3345e-16,0,0,-8.6947e-09,49.05,1000,1000,10,1,0.535,0.535,0.005,0.005
1.344e-17,1.3438e-17,1e-09,-4.2647e-14,0,0,9.8725e-14,0,0,1,1.7135e-23,3.7576e-13,0,0,3.7576e-16,0,0,-8.855e-09,49.05,1000,1000,10,1,0.54,0.54,0.005,0.005
1.4728e-17,1.4726e-17,1e-09,-4.241e-14,0,0,9.9896e-14,0,0,1,1.876e-23,4.1807e-13,0,0,4.1807e-16,0,0,-9.0152e-09,49.05,1000,1000,10,1,0.545,0.545,0.005,0.005
1.6016e-17,1.6014e-17,1e-09,-4.2174e-14,0,0,1.0107e-13,0,0,1,2.0385e-23,4.6038e-13,0,0,4.6038e-16,0,0,-9.1754e-09,49.05,1000,1000,11,1,0.55,0.55,0.005,0.005
2.2401e-17,2.2398e-17,1e-09,-4.1693e-14,0,0,1.0133e-13,0,0,1,2.8145e-23,4.822e-13,0,0,4.822e-16,0,0,-9.1491e-09,49.05,1000,1000,11,1,0.555,0.555,0.005,0.005
2.8785e-17,2.8782e-17,1e-09,-4.1212e-14,0,0,1.0159e-13,0,0,1,3.5905e-23,5.0402e-13,0,0,5.0402e-16,0,0,-9.1228e-09,49.05,1000,1000,11,1,0.56,0.56,0.005,0.005
3.517e-17,3.5166e-17,1e-09,-4.0731e-14,0,0,1.0185e-13,0,0,1,4.3664e-23,5.2585e-13,0,0,5.2585e-16,0,0,-9.0964e-09,49.05,1000,1000,11,1,0.565,0.565,0.005,0.005
