"C","U:0","U:1","U:2","alpha.water","p_rgh","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,1,0,1575,1,3.15,2.5,3.15,0.005
0,0,0,0,1,0,1625,1,3.25,2.5,3.25,0.005
0,0,0,0,1,0,1625,1,3.25,2.5,3.25,0.005
0,0,0,0,1,0,1675,1,3.35,2.5,3.35,0.005
0,0,0,0,1,0,1675,1,3.35,2.5,3.35,0.005
0,0,0,0,1,0,1725,1,3.45,2.5,3.45,0.005
0,0,0,0,1,0,1725,1,3.45,2.5,3.45,0.005
0,0,0,0,1,0,1775,1,3.55,2.5,3.55,0.005
0,0,0,0,1,0,1775,1,3.55,2.5,3.55,0.005
0,0,0,0,1,0,1825,1,3.65,2.5,3.65,0.005
0,0,0,0,1,0,1825,1,3.65,2.5,3.65,0.005
0,0,0,0,1,0,1875,1,3.75,2.5,3.75,0.005
0,0,0,0,1,0,1875,1,3.75,2.5,3.75,0.005
0,0,0,0,1,0,1925,1,3.85,2.5,3.85,0.005
0,0,0,0,1,0,1925,1,3.85,2.5,3.85,0.005
0,0,0,0,1,0,1975,1,3.95,2.5,3.95,0.005
0,0,0,0,1,0,1975,1,3.95,2.5,3.95,0.005
0,0,0,0,1,0,2025,1,4.05,2.5,4.05,0.005
0,0,0,0,1,0,2025,1,4.05,2.5,4.05,0.005
0,0,0,0,1,0,2075,1,4.15,2.5,4.15,0.005
0,0,0,0,1,0,2075,1,4.15,2.5,4.15,0.005
0,0,0,0,1,0,2125,1,4.25,2.5,4.25,0.005
0,0,0,0,1,0,2125,1,4.25,2.5,4.25,0.005
0,0,0,0,1,0,2175,1,4.35,2.5,4.35,0.005
0,0,0,0,1,0,2175,1,4.35,2.5,4.35,0.005
0,0,0,0,1,0,2225,1,4.45,2.5,4.45,0.005
0,0,0,0,1,0,2225,1,4.45,2.5,4.45,0.005
0,0,0,0,1,0,2275,1,4.55,2.5,4.55,0.005
0,0,0,0,1,0,2275,1,4.55,2.5,4.55,0.005
0,0,0,0,1,0,2325,1,4.65,2.5,4.65,0.005
0,0,0,0,1,0,2325,1,4.65,2.5,4.65,0.005
0,0,0,0,1,0,2375,1,4.75,2.5,4.75,0.005
0,0,0,0,1,0,2375,1,4.75,2.5,4.75,0.005
0,0,0,0,1,0,2425,1,4.85,2.5,4.85,0.005
0,0,0,0,1,0,2425,1,4.85,2.5,4.85,0.005
0,0,0,0,1,0,2475,1,4.95,2.5,4.95,0.005
0,0,0,0,1,0,2475,1,5,2.5,5,0.005
