"C","C_0","DT","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","alpha.water","ddt0(C)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","p_rgh","rho","rho_0","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.9074e-09,4.9013e-09,5e-06,0,0,0,0,0,0,1,6.082e-12,0,0,0,0,0,0,0,49.05,1000,1000,25,1,0,2.5,0,0.005
8.0462e-09,8.0367e-09,5e-06,0,0,0,0,0,0,1,9.5318e-12,0,0,0,0,0,0,0,49.05,1000,1000,25,1,0.05,2.5,0.05,0.005
2.7747e-08,2.7717e-08,5e-06,0,0,0,0,0,0,1,3.0126e-11,0,0,0,0,0,0,0,49.05,1000,1000,75,1,0.15,2.5,0.15,0.005
2.7747e-08,2.7717e-08,5e-06,0,0,0,0,0,0,1,3.0126e-11,0,0,0,0,0,0,0,49.05,1000,1000,75,1,0.15,2.5,0.15,0.005
1.0987e-07,1.0976e-07,5e-06,0,0,0,0,0,0,1,1.0968e-10,0,0,0,0,0,0,0,49.05,1000,1000,125,1,0.25,2.5,0.25,0.005
1.0987e-07,1.0976e-07,5e-06,0,0,0,0,0,0,1,1.0968e-10,0,0,0,0,0,0,0,49.05,1000,1000,125,1,0.25,2.5,0.25,0.005
4.1986e-07,4.1947e-07,5e-06,0,0,0,0,0,0,1,3.8399e-10,0,0,0,0,0,0,0,49.05,1000,1000,175,1,0.35,2.5,0.35,0.005
4.1986e-07,4.1947e-07,5e-06,0,0,0,0,0,0,1,3.8399e-10,0,0,0,0,0,0,0,49.05,1000,1000,175,1,0.35,2.5,0.35,0.005
1.53e-06,1.5287e-06,5e-06,0,0,0,0,0,0,1,1.2739e-09,0,0,0,0,0,0,0,49.05,1000,1000,225,1,0.45,2.5,0.45,0.005
1.53e-06,1.5287e-06,5e-06,0,0,0,0,0,0,1,1.2739e-09,0,0,0,0,0,0,0,49.05,1000,1000,225,1,0.45,2.5,0.45,0.005
5.304e-06,5.3e-06,5e-06,0,0,0,0,0,0,1,3.9903e-09,0,0,0,0,0,0,0,49.05,1000,1000,275,1,0.55,2.5,0.55,0.005
5.304e-06,5.3e-06,5e-06,0,0,0,0,0,0,1,3.9903e-09,0,0,0,0,0,0,0,49.05,1000,1000,275,1,0.55,2.5,0.55,0.005
1.7456e-05,1.7445e-05,5e-06,0,0,0,0,0,0,1,1.1763e-08,0,0,0,0,0,0,0,49.05,1000,1000,325,1,0.65,2.5,0.65,0.005
1.7456e-05,1.7445e-05,5e-06,0,0,0,0,0,0,1,1.1763e-08,0,0,0,0,0,0,0,49.05,1000,1000,325,1,0.65,2.5,0.65,0.005
5.4429e-05,5.4397e-05,5e-06,0,0,0,0,0,0,1,3.2524e-08,0,0,0,0,0,0,0,49.05,1000,1000,375,1,0.75,2.5,0.75,0.005
5.4429e-05,5.4397e-05,5e-06,0,0,0,0,0,0,1,3.2524e-08,0,0,0,0,0,0,0,49.05,1000,1000,375,1,0.75,2.5,0.75,0.005
0.00016044,0.00016035,5e-06,0,0,0,0,0,0,1,8.4005e-08,0,0,0,0,0,0,0,49.05,1000,1000,425,1,0.85,2.5,0.85,0.005
0.00016044,0.00016035,5e-06,0,0,0,0,0,0,1,8.4005e-08,0,0,0,0,0,0,0,49.05,1000,1000,425,1,0.85,2.5,0.85,0.005
0.00044605,0.00044585,5e-06,0,0,0,0,0,0,1,2.0179e-07,0,0,0,0,0,0,0,49.05,1000,1000,475,1,0.95,2.5,0.95,0.005
0.00044605,0.00044585,5e-06,0,0,0,0,0,0,1,2.0179e-07,0,0,0,0,0,0,0,49.05,1000,1000,475,1,0.95,2.5,0.95,0.005
0.0011671,0.0011666,5e-06,0,0,0,0,0,0,1,4.4848e-07,0,0,0,0,0,0,0,49.05,1000,1000,525,1,1.05,2.5,1.05,0.005
0.0011671,0.0011666,5e-06,0,0,0,0,0,0,1,4.4848e-07,0,0,0,0,0,0,0,49.05,1000,1000,525,1,1.05,2.5,1.05,0.005
0.002867,0.0028661,5e-06,0,0,0,0,0,0,1,9.1655e-07,0,0,0,0,0,0,0,49.05,1000,1000,575,1,1.15,2.5,1.15,0.005
0.002867,0.0028661,5e-06,0,0,0,0,0,0,1,9.1655e-07,0,0,0,0,0,0,0,49.05,1000,1000,575,1,1.15,2.5,1.15,0.005
0.0065983,0.0065966,5e-06,0,0,0,0,0,0,1,1.7094e-06,0,0,0,0,0,0,0,49.05,1000,1000,625,1,1.25,2.5,1.25,0.005
0.0065983,0.0065966,5e-06,0,0,0,0,0,0,1,1.7094e-06,0,0,0,0,0,0,0,49.05,1000,1000,625,1,1.25,2.5,1.25,0.005
0.014197,0.014194,5e-06,0,0,0,0,0,0,1,2.881e-06,0,0,0,0,0,0,0,49.05,1000,1000,675,1,1.35,2.5,1.35,0.005
0.014197,0.014194,5e-06,0,0,0,0,0,0,1,2.881e-06,0,0,0,0,0,0,0,49.05,1000,1000,675,1,1.35,2.5,1.35,0.005
0.028502,0.028498,5e-06,0,0,0,0,0,0,1,4.3267e-06,0,0,0,0,0,0,0,49.05,1000,1000,725,1,1.45,2.5,1.45,0.005
0.028502,0.028498,5e-06,0,0,0,0,0,0,1,4.3267e-06,0,0,0,0,0,0,0,49.05,1000,1000,725,1,1.45,2.5,1.45,0.005
0.053318,0.053312,5e-06,0,0,0,0,0,0,1,5.6614e-06,0,0,0,0,0,0,0,49.05,1000,1000,775,1,1.55,2.5,1.55,0.005
0.053318,0.053312,5e-06,0,0,0,0,0,0,1,5.6614e-06,0,0,0,0,0,0,0,49.05,1000,1000,775,1,1.55,2.5,1.55,0.005
0.092845,0.092839,5e-06,0,0,0,0,0,0,1,6.1778e-06,0,0,0,0,0,0,0,49.05,1000,1000,825,1,1.65,2.5,1.65,0.005
0.092845,0.092839,5e-06,0,0,0,0,0,0,1,6.1778e-06,0,0,0,0,0,0,0,49.05,1000,1000,825,1,1.65,2.5,1.65,0.005
0.15047,0.15046,5e-06,0,0,0,0,0,0,1,4.9973e-06,0,0,0,0,0,0,0,49.05,1000,1000,875,1,1.75,2.5,1.75,0.005
0.15047,0.15046,5e-06,0,0,0,0,0,0,1,4.9973e-06,0,0,0,0,0,0,0,49.05,1000,1000,875,1,1.75,2.5,1.75,0.005
0.22712,0.22712,5e-06,0,0,0,0,0,0,1,1.4413e-06,0,0,0,0,0,0,0,49.05,1000,1000,925,1,1.85,2.5,1.85,0.005
0.22712,0.22712,5e-06,0,0,0,0,0,0,1,1.4413e-06,0,0,0,0,0,0,0,49.05,1000,1000,925,1,1.85,2.5,1.85,0.005
0.31983,0.31984,5e-06,0,0,0,0,0,0,1,-4.538e-06,0,0,0,0,0,0,0,49.05,1000,1000,975,1,1.95,2.5,1.95,0.005
0.31983,0.31984,5e-06,0,0,0,0,0,0,1,-4.538e-06,0,0,0,0,0,0,0,49.05,1000,1000,975,1,1.95,2.5,1.95,0.005
0.42139,0.4214,5e-06,0,0,0,0,0,0,1,-1.2164e-05,0,0,0,0,0,0,0,49.05,1000,1000,1025,1,2.05,2.5,2.05,0.005
0.42139,0.4214,5e-06,0,0,0,0,0,0,1,-1.2164e-05,0,0,0,0,0,0,0,49.05,1000,1000,1025,1,2.05,2.5,2.05,0.005
0.52138,0.5214,5e-06,0,0,0,0,0,0,1,-2.0076e-05,0,0,0,0,0,0,0,49.05,1000,1000,1075,1,2.15,2.5,2.15,0.005
0.52138,0.5214,5e-06,0,0,0,0,0,0,1,-2.0076e-05,0,0,0,0,0,0,0,49.05,1000,1000,1075,1,2.15,2.5,2.15,0.005
