"C","C_0","DT","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","alpha.water","ddt0(C)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","p_rgh","rho","rho_0","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.54068,0.5407,5e-06,0,0,0,0,0,0,1,-2.1689e-05,0,0,0,0,0,0,0,49.05,1000,1000,1175,1,2.35,2.5,2.35,0.005
0.54068,0.5407,5e-06,0,0,0,0,0,0,1,-2.1689e-05,0,0,0,0,0,0,0,49.05,1000,1000,1175,1,2.35,2.5,2.35,0.005
0.56388,0.5639,5e-06,0,0,0,0,0,0,1,-2.3421e-05,0,0,0,0,0,0,0,49.05,1000,1000,1225,1,2.45,2.5,2.45,0.005
0.56388,0.5639,5e-06,0,0,0,0,0,0,1,-2.3421e-05,0,0,0,0,0,0,0,49.05,1000,1000,1225,1,2.45,2.5,2.45,0.005
0.56388,0.5639,5e-06,0,0,0,0,0,0,1,-2.3421e-05,0,0,0,0,0,0,0,49.05,1000,1000,1275,1,2.55,2.5,2.55,0.005
0.56388,0.5639,5e-06,0,0,0,0,0,0,1,-2.3421e-05,0,0,0,0,0,0,0,49.05,1000,1000,1275,1,2.55,2.5,2.55,0.005
0.54068,0.5407,5e-06,0,0,0,0,0,0,1,-2.1689e-05,0,0,0,0,0,0,0,49.05,1000,1000,1325,1,2.65,2.5,2.65,0.005
0.54068,0.5407,5e-06,0,0,0,0,0,0,1,-2.1689e-05,0,0,0,0,0,0,0,49.05,1000,1000,1325,1,2.65,2.5,2.65,0.005
0.49687,0.49689,5e-06,0,0,0,0,0,0,1,-1.8459e-05,0,0,0,0,0,0,0,49.05,1000,1000,1375,1,2.75,2.5,2.75,0.005
0.49687,0.49689,5e-06,0,0,0,0,0,0,1,-1.8459e-05,0,0,0,0,0,0,0,49.05,1000,1000,1375,1,2.75,2.5,2.75,0.005
0.43722,0.43723,5e-06,0,0,0,0,0,0,1,-1.4181e-05,0,0,0,0,0,0,0,49.05,1000,1000,1425,1,2.85,2.5,2.85,0.005
0.43722,0.43723,5e-06,0,0,0,0,0,0,1,-1.4181e-05,0,0,0,0,0,0,0,49.05,1000,1000,1425,1,2.85,2.5,2.85,0.005
0.36795,0.36796,5e-06,0,0,0,0,0,0,1,-9.4525e-06,0,0,0,0,0,0,0,49.05,1000,1000,1475,1,2.95,2.5,2.95,0.005
0.36795,0.36796,5e-06,0,0,0,0,0,0,1,-9.4525e-06,0,0,0,0,0,0,0,49.05,1000,1000,1475,1,2.95,2.5,2.95,0.005
0.29576,0.29577,5e-06,0,0,0,0,0,0,1,-4.9197e-06,0,0,0,0,0,0,0,49.05,1000,1000,1525,1,3.05,2.5,3.05,0.005
0.29576,0.29577,5e-06,0,0,0,0,0,0,1,-4.9197e-06,0,0,0,0,0,0,0,49.05,1000,1000,1525,1,3.05,2.5,3.05,0.005
0.22677,0.22677,5e-06,0,0,0,0,0,0,1,-1.1356e-06,0,0,0,0,0,0,0,49.05,1000,1000,1575,1,3.15,2.5,3.15,0.005
0.22677,0.22677,5e-06,0,0,0,0,0,0,1,-1.1356e-06,0,0,0,0,0,0,0,49.05,1000,1000,1575,1,3.15,2.5,3.15,0.005
0.16565,0.16565,5e-06,0,0,0,0,0,0,1,1.5562e-06,0,0,0,0,0,0,0,49.05,1000,1000,1625,1,3.25,2.5,3.25,0.005
0.16565,0.16565,5e-06,0,0,0,0,0,0,1,1.5562e-06,0,0,0,0,0,0,0,49.05,1000,1000,1625,1,3.25,2.5,3.25,0.005
0.11518,0.11518,5e-06,0,0,0,0,0,0,1,3.0763e-06,0,0,0,0,0,0,0,49.05,1000,1000,1675,1,3.35,2.5,3.35,0.005
0.11518,0.11518,5e-06,0,0,0,0,0,0,1,3.0763e-06,0,0,0,0,0,0,0,49.05,1000,1000,1675,1,3.35,2.5,3.35,0.005
0.076177,0.076173,5e-06,0,0,0,0,0,0,1,3.5803e-06,0,0,0,0,0,0,0,49.05,1000,1000,1725,1,3.45,2.5,3.45,0.005
0.076177,0.076173,5e-06,0,0,0,0,0,0,1,3.5803e-06,0,0,0,0,0,0,0,49.05,1000,1000,1725,1,3.45,2.5,3.45,0.005
0.047905,0.047902,5e-06,0,0,0,0,0,0,1,3.366e-06,0,0,0,0,0,0,0,49.05,1000,1000,1775,1,3.55,2.5,3.55,0.005
0.047905,0.047902,5e-06,0,0,0,0,0,0,1,3.366e-06,0,0,0,0,0,0,0,49.05,1000,1000,1775,1,3.55,2.5,3.55,0.005
0.028643,0.028641,5e-06,0,0,0,0,0,0,1,2.7624e-06,0,0,0,0,0,0,0,49.05,1000,1000,1825,1,3.65,2.5,3.65,0.005
0.028643,0.028641,5e-06,0,0,0,0,0,0,1,2.7624e-06,0,0,0,0,0,0,0,49.05,1000,1000,1825,1,3.65,2.5,3.65,0.005
